customer_id,frequency,Recency,Monetary,R,F,M,RFM_score,Segments
1054,8,2197,8433.75,3,2,2,322,Recent Users
1055,2,2398,924.06,2,1,1,211,Other
1056,7,2216,7920.27,3,2,2,322,Recent Users
1057,4,2240,5663.77,3,1,2,312,Other
1058,3,2308,2308.7200000000003,2,1,1,211,Other
1059,2,2214,2449.81,3,1,1,311,Can't Loose Customers
1060,6,2379,9606.77,2,2,2,222,Loyal Customers
1061,6,2216,4056.76,3,2,1,321,Price Sensitive
1062,6,2194,7619.47,3,2,2,322,Recent Users
1063,6,2238,5833.22,3,2,2,322,Recent Users
1064,3,2331,5404.67,2,1,2,212,Other
1065,6,2271,4709.66,3,2,1,321,Price Sensitive
1066,3,2358,2637.5299999999997,2,1,1,211,Other
1067,2,2424,1854.93,1,1,1,111,Lost Customers
1068,14,2196,14254.55,3,3,3,333,Champions
1069,5,2396,6910.5,2,2,2,222,Loyal Customers
1070,4,2192,5754.66,3,1,2,312,Other
1071,6,2231,7958.68,3,2,2,322,Recent Users
1072,3,2238,3697.58,3,1,1,311,Can't Loose Customers
1073,6,2209,6454.889999999999,3,2,2,322,Recent Users
1074,8,2208,9370.01,3,2,2,322,Recent Users
1075,7,2259,6623.97,3,2,2,322,Recent Users
1076,12,2201,14390.1,3,3,3,333,Champions
1077,6,2197,6570.4400000000005,3,2,2,322,Recent Users
1078,6,2210,5117.1,3,2,2,322,Recent Users
1079,4,2209,3829.1099999999997,3,1,1,311,Can't Loose Customers
1080,3,2239,3133.43,3,1,1,311,Can't Loose Customers
1081,5,2203,6119.719999999999,3,2,2,322,Recent Users
1082,5,2239,4492.05,3,2,1,321,Price Sensitive
1083,2,2458,2418.19,1,1,1,111,Lost Customers
1084,11,2196,11437.050000000001,3,3,3,333,Champions
1085,4,2256,2487.7000000000003,3,1,1,311,Can't Loose Customers
1086,9,2205,8640.220000000001,3,3,2,332,Other
1087,3,2206,3535.79,3,1,1,311,Can't Loose Customers
1088,6,2205,6230.39,3,2,2,322,Recent Users
1089,7,2343,6202.85,2,2,2,222,Loyal Customers
1090,7,2263,5882.43,3,2,2,322,Recent Users
1091,11,2196,10303.810000000001,3,3,3,333,Champions
1092,5,2394,4893.719999999999,2,2,1,221,Other
1093,9,2291,12492.4,2,3,3,233,Potential Loyalists
1094,7,2235,7255.12,3,2,2,322,Recent Users
1095,4,2206,6916.039999999999,3,1,2,312,Other
1096,5,2247,3865.37,3,2,1,321,Price Sensitive
1097,4,2268,4367.8099999999995,3,1,1,311,Can't Loose Customers
1098,8,2200,7594.29,3,2,2,322,Recent Users
1099,2,2302,1248.96,2,1,1,211,Other
1100,3,2237,2767.35,3,1,1,311,Can't Loose Customers
1101,5,2305,6377.620000000001,2,2,2,222,Loyal Customers
1102,8,2213,8832.98,3,2,2,322,Recent Users
1103,12,2224,15447.92,3,3,3,333,Champions
1104,7,2203,6458.3,3,2,2,322,Recent Users
1105,2,2208,3965.4399999999996,3,1,1,311,Can't Loose Customers
1106,9,2216,11078.470000000001,3,3,3,333,Champions
1107,6,2240,4394.39,3,2,1,321,Price Sensitive
1108,4,2204,1790.0,3,1,1,311,Can't Loose Customers
1109,3,2400,2411.02,2,1,1,211,Other
1110,6,2209,7310.36,3,2,2,322,Recent Users
1111,7,2212,6922.7,3,2,2,322,Recent Users
1112,3,2300,3589.44,2,1,1,211,Other
1113,9,2218,10999.37,3,3,3,333,Champions
1114,4,2256,4156.4,3,1,1,311,Can't Loose Customers
1115,9,2194,9270.03,3,3,2,332,Other
1116,3,2199,4932.34,3,1,1,311,Can't Loose Customers
1117,10,2328,8604.73,2,3,2,232,Other
1118,4,2230,3365.19,3,1,1,311,Can't Loose Customers
1119,7,2290,11866.59,3,2,3,323,Other
1120,6,2193,5386.26,3,2,2,322,Recent Users
1121,2,2199,2973.36,3,1,1,311,Can't Loose Customers
1122,5,2218,4714.81,3,2,1,321,Price Sensitive
1123,5,2202,6742.5,3,2,2,322,Recent Users
1124,3,2236,3731.08,3,1,1,311,Can't Loose Customers
1125,5,2221,3793.5699999999997,3,2,1,321,Price Sensitive
1126,4,2211,4725.4400000000005,3,1,1,311,Can't Loose Customers
1127,4,2328,5261.43,2,1,2,212,Other
1128,5,2218,5855.4400000000005,3,2,2,322,Recent Users
1129,13,2218,18349.27,3,3,3,333,Champions
1130,5,2309,6301.28,2,2,2,222,Loyal Customers
1131,8,2245,10787.84,3,2,3,323,Other
1132,9,2236,10548.14,3,3,3,333,Champions
1133,7,2209,9050.01,3,2,2,322,Recent Users
1134,7,2195,6797.39,3,2,2,322,Recent Users
1135,3,2356,3530.65,2,1,1,211,Other
1136,6,2227,5600.86,3,2,2,322,Recent Users
1137,9,2197,8092.31,3,3,2,332,Other
1138,6,2316,7506.16,2,2,2,222,Loyal Customers
1139,4,2261,3684.36,3,1,1,311,Can't Loose Customers
1140,13,2198,16199.24,3,3,3,333,Champions
1141,5,2325,4507.79,2,2,1,221,Other
1142,4,2230,4828.39,3,1,1,311,Can't Loose Customers
1143,5,2196,7112.88,3,2,2,322,Recent Users
1144,7,2209,9425.65,3,2,2,322,Recent Users
1145,2,2205,2382.7200000000003,3,1,1,311,Can't Loose Customers
1146,2,2265,2213.67,3,1,1,311,Can't Loose Customers
1147,6,2357,8766.869999999999,2,2,2,222,Loyal Customers
1148,3,2200,3426.09,3,1,1,311,Can't Loose Customers
1149,4,2380,5793.360000000001,2,1,2,212,Other
1150,5,2295,8439.82,2,2,2,222,Loyal Customers
1151,5,2267,5819.58,3,2,2,322,Recent Users
1152,8,2216,9434.77,3,2,2,322,Recent Users
1153,5,2209,3306.2400000000002,3,2,1,321,Price Sensitive
1154,6,2323,3442.7799999999997,2,2,1,221,Other
1155,7,2221,5342.13,3,2,2,322,Recent Users
1156,4,2232,5965.4400000000005,3,1,2,312,Other
1157,7,2277,7726.53,3,2,2,322,Recent Users
1158,7,2194,9091.98,3,2,2,322,Recent Users
1159,4,2198,5803.34,3,1,2,312,Other
1160,3,2355,3192.0099999999998,2,1,1,211,Other
1161,4,2204,4151.98,3,1,1,311,Can't Loose Customers
1162,4,2328,5369.27,2,1,2,212,Other
1163,5,2240,2853.67,3,2,1,321,Price Sensitive
1164,3,2345,2164.22,2,1,1,211,Other
1165,9,2202,6796.88,3,3,2,332,Other
1166,6,2206,7638.8,3,2,2,322,Recent Users
1167,4,2202,4106.64,3,1,1,311,Can't Loose Customers
1168,7,2251,10263.16,3,2,3,323,Other
1169,7,2254,7605.57,3,2,2,322,Recent Users
1170,5,2278,6345.1,3,2,2,322,Recent Users
1171,9,2226,9811.45,3,3,2,332,Other
1172,6,2236,7200.46,3,2,2,322,Recent Users
1173,3,2300,2042.9699999999998,2,1,1,211,Other
1174,3,2200,3466.9300000000003,3,1,1,311,Can't Loose Customers
1175,2,2410,2449.24,2,1,1,211,Other
1176,4,2269,3909.54,3,1,1,311,Can't Loose Customers
1177,8,2279,8367.47,3,2,2,322,Recent Users
1178,8,2236,10226.15,3,2,3,323,Other
1179,4,2199,6441.950000000001,3,1,2,312,Other
1180,4,2251,3870.83,3,1,1,311,Can't Loose Customers
1181,10,2236,9928.33,3,3,2,332,Other
1182,8,2197,9588.19,3,2,2,322,Recent Users
1183,5,2345,7060.07,2,2,2,222,Loyal Customers
1184,6,2197,7155.030000000001,3,2,2,322,Recent Users
1185,3,2201,1957.15,3,1,1,311,Can't Loose Customers
1186,6,2225,5299.35,3,2,2,322,Recent Users
1187,4,2250,2382.42,3,1,1,311,Can't Loose Customers
1188,2,2210,3043.9,3,1,1,311,Can't Loose Customers
1189,4,2239,2894.1,3,1,1,311,Can't Loose Customers
1190,6,2198,4050.13,3,2,1,321,Price Sensitive
1191,8,2235,6925.33,3,2,2,322,Recent Users
1192,5,2271,4306.09,3,2,1,321,Price Sensitive
1193,4,2228,4694.62,3,1,1,311,Can't Loose Customers
1194,8,2220,7829.33,3,2,2,322,Recent Users
1195,5,2211,5178.38,3,2,2,322,Recent Users
1196,6,2210,5307.82,3,2,2,322,Recent Users
1197,4,2199,4455.89,3,1,1,311,Can't Loose Customers
1198,6,2260,6397.58,3,2,2,322,Recent Users
1199,8,2235,6090.45,3,2,2,322,Recent Users
1200,9,2271,7735.860000000001,3,3,2,332,Other
1201,3,2274,2329.42,3,1,1,311,Can't Loose Customers
1202,3,2277,4231.33,3,1,1,311,Can't Loose Customers
1203,1,2199,1036.59,3,1,1,311,Can't Loose Customers
1204,3,2216,2461.46,3,1,1,311,Can't Loose Customers
1205,9,2214,11055.76,3,3,3,333,Champions
1206,2,2275,3229.76,3,1,1,311,Can't Loose Customers
1207,7,2205,4099.09,3,2,1,321,Price Sensitive
1208,5,2269,6789.07,3,2,2,322,Recent Users
1209,2,2323,2368.55,2,1,1,211,Other
1210,9,2209,10302.32,3,3,3,333,Champions
1211,4,2426,2677.25,1,1,1,111,Lost Customers
1212,3,2263,3843.34,3,1,1,311,Can't Loose Customers
1213,7,2261,8448.45,3,2,2,322,Recent Users
1214,4,2215,4251.7,3,1,1,311,Can't Loose Customers
1215,8,2269,7611.6,3,2,2,322,Recent Users
1216,4,2199,3354.53,3,1,1,311,Can't Loose Customers
1217,7,2202,8001.530000000001,3,2,2,322,Recent Users
1218,6,2242,8266.59,3,2,2,322,Recent Users
1219,3,2196,3070.27,3,1,1,311,Can't Loose Customers
1220,5,2258,5406.34,3,2,2,322,Recent Users
1221,7,2201,5309.76,3,2,2,322,Recent Users
1222,3,2243,2947.03,3,1,1,311,Can't Loose Customers
1223,8,2226,4991.75,3,2,1,321,Price Sensitive
1224,8,2239,9722.51,3,2,2,322,Recent Users
1225,4,2250,5271.6,3,1,2,312,Other
1226,5,2216,5188.65,3,2,2,322,Recent Users
1227,12,2253,9340.67,3,3,2,332,Other
1228,4,2324,3561.17,2,1,1,211,Other
1229,9,2211,6854.87,3,3,2,332,Other
1230,2,2268,1824.33,3,1,1,311,Can't Loose Customers
1231,2,2367,2000.5500000000002,2,1,1,211,Other
1232,9,2196,10746.19,3,3,3,333,Champions
1233,9,2206,11281.31,3,3,3,333,Champions
1234,8,2277,8027.4800000000005,3,2,2,322,Recent Users
1235,3,2273,4340.25,3,1,1,311,Can't Loose Customers
1236,5,2233,5581.9,3,2,2,322,Recent Users
1237,11,2215,14112.4,3,3,3,333,Champions
1238,6,2293,3831.42,2,2,1,221,Other
1239,7,2230,4496.44,3,2,1,321,Price Sensitive
1240,4,2197,4634.82,3,1,1,311,Can't Loose Customers
1241,7,2267,7065.74,3,2,2,322,Recent Users
1242,3,2209,2670.4700000000003,3,1,1,311,Can't Loose Customers
1243,10,2262,11625.08,3,3,3,333,Champions
1244,5,2211,4737.43,3,2,1,321,Price Sensitive
1245,7,2263,5886.29,3,2,2,322,Recent Users
1246,2,2306,2963.46,2,1,1,211,Other
1247,4,2282,5835.85,3,1,2,312,Other
1248,1,2259,1661.92,3,1,1,311,Can't Loose Customers
1249,5,2298,6448.09,2,2,2,222,Loyal Customers
1250,10,2227,9534.19,3,3,2,332,Other
1251,4,2253,2360.34,3,1,1,311,Can't Loose Customers
1252,7,2201,9665.09,3,2,2,322,Recent Users
1253,4,2196,3836.34,3,1,1,311,Can't Loose Customers
1254,7,2229,6791.62,3,2,2,322,Recent Users
1255,3,2270,1726.6999999999998,3,1,1,311,Can't Loose Customers
1256,6,2273,6083.15,3,2,2,322,Recent Users
1257,3,2448,2708.91,1,1,1,111,Lost Customers
1258,8,2244,8945.56,3,2,2,322,Recent Users
1259,7,2233,8470.17,3,2,2,322,Recent Users
1260,5,2258,3845.9700000000003,3,2,1,321,Price Sensitive
1261,6,2240,4878.62,3,2,1,321,Price Sensitive
1262,3,2235,4584.04,3,1,1,311,Can't Loose Customers
1263,6,2234,5354.29,3,2,2,322,Recent Users
1264,4,2194,6000.92,3,1,2,312,Other
1265,4,2199,4449.86,3,1,1,311,Can't Loose Customers
1266,2,2449,4182.94,1,1,1,111,Lost Customers
1267,4,2333,6352.41,2,1,2,212,Other
1268,3,2259,3021.9300000000003,3,1,1,311,Can't Loose Customers
1269,3,2403,2962.88,2,1,1,211,Other
1270,4,2397,3962.16,2,1,1,211,Other
1271,2,2379,3387.5299999999997,2,1,1,211,Other
1272,10,2216,12199.83,3,3,3,333,Champions
1273,3,2215,3050.3100000000004,3,1,1,311,Can't Loose Customers
1274,10,2206,7482.33,3,3,2,332,Other
1275,6,2341,5698.139999999999,2,2,2,222,Loyal Customers
1276,2,2292,2585.3,2,1,1,211,Other
1277,3,2247,2701.3900000000003,3,1,1,311,Can't Loose Customers
1278,4,2256,6559.17,3,1,2,312,Other
1279,6,2244,6106.63,3,2,2,322,Recent Users
1280,4,2298,4802.049999999999,2,1,1,211,Other
1281,3,2279,3403.18,3,1,1,311,Can't Loose Customers
1282,8,2230,10069.949999999999,3,2,3,323,Other
1283,2,2285,2964.4,3,1,1,311,Can't Loose Customers
1284,3,2270,418.80999999999995,3,1,1,311,Can't Loose Customers
1285,8,2309,11638.83,2,2,3,223,Other
1286,7,2243,6400.92,3,2,2,322,Recent Users
1287,7,2259,9575.2,3,2,2,322,Recent Users
1288,5,2214,7824.94,3,2,2,322,Recent Users
1289,6,2203,5578.72,3,2,2,322,Recent Users
1290,9,2236,11890.97,3,3,3,333,Champions
1291,7,2208,8651.92,3,2,2,322,Recent Users
1292,5,2223,6404.32,3,2,2,322,Recent Users
1293,5,2431,5896.44,1,2,2,122,Hibernating
1294,3,2368,1722.97,2,1,1,211,Other
1295,7,2221,7146.77,3,2,2,322,Recent Users
1296,4,2322,5977.84,2,1,2,212,Other
1297,6,2194,6037.48,3,2,2,322,Recent Users
1298,5,2333,7471.98,2,2,2,222,Loyal Customers
1299,7,2198,9845.31,3,2,2,322,Recent Users
1300,6,2212,9217.35,3,2,2,322,Recent Users
1301,8,2204,5396.44,3,2,2,322,Recent Users
1302,13,2221,17035.83,3,3,3,333,Champions
1303,6,2202,7278.72,3,2,2,322,Recent Users
1304,6,2195,4316.4400000000005,3,2,1,321,Price Sensitive
1305,5,2334,4862.79,2,2,1,221,Other
1306,6,2204,7121.24,3,2,2,322,Recent Users
1307,9,2282,9888.54,3,3,2,332,Other
1308,5,2207,7509.25,3,2,2,322,Recent Users
1309,4,2274,3547.44,3,1,1,311,Can't Loose Customers
1310,5,2212,4177.02,3,2,1,321,Price Sensitive
1311,4,2229,6207.49,3,1,2,312,Other
1312,4,2218,3066.41,3,1,1,311,Can't Loose Customers
1313,8,2199,10174.59,3,2,3,323,Other
1314,6,2219,6419.91,3,2,2,322,Recent Users
1315,8,2197,5675.12,3,2,2,322,Recent Users
1316,5,2224,5704.709999999999,3,2,2,322,Recent Users
1317,9,2202,15370.81,3,3,3,333,Champions
1318,7,2199,7834.26,3,2,2,322,Recent Users
1319,5,2208,6649.37,3,2,2,322,Recent Users
1320,6,2286,4696.18,3,2,1,321,Price Sensitive
1321,7,2295,5511.14,2,2,2,222,Loyal Customers
1322,4,2255,6024.35,3,1,2,312,Other
1323,7,2245,3352.15,3,2,1,321,Price Sensitive
1324,7,2266,6791.04,3,2,2,322,Recent Users
1325,1,2274,416.98,3,1,1,311,Can't Loose Customers
1326,6,2202,6384.110000000001,3,2,2,322,Recent Users
1327,5,2198,5206.27,3,2,2,322,Recent Users
1328,7,2192,10301.23,3,2,3,323,Other
1329,11,2196,14818.12,3,3,3,333,Champions
1330,6,2267,8329.24,3,2,2,322,Recent Users
1331,10,2197,11641.26,3,3,3,333,Champions
1332,8,2223,9213.53,3,2,2,322,Recent Users
1333,3,2199,3501.9,3,1,1,311,Can't Loose Customers
1334,2,2432,3129.3199999999997,1,1,1,111,Lost Customers
1335,7,2244,7295.27,3,2,2,322,Recent Users
1336,6,2270,6095.66,3,2,2,322,Recent Users
1337,6,2275,6160.39,3,2,2,322,Recent Users
1338,2,2423,1671.8400000000001,1,1,1,111,Lost Customers
1339,5,2294,6447.48,2,2,2,222,Loyal Customers
1340,8,2220,7371.42,3,2,2,322,Recent Users
1341,4,2202,2841.1,3,1,1,311,Can't Loose Customers
1342,5,2195,5550.01,3,2,2,322,Recent Users
1343,4,2212,4627.96,3,1,1,311,Can't Loose Customers
1344,3,2213,1709.46,3,1,1,311,Can't Loose Customers
1345,6,2235,8121.72,3,2,2,322,Recent Users
1346,9,2207,10530.7,3,3,3,333,Champions
1347,6,2283,6106.51,3,2,2,322,Recent Users
1348,5,2306,7592.16,2,2,2,222,Loyal Customers
1349,6,2235,4387.99,3,2,1,321,Price Sensitive
1350,2,2308,2243.46,2,1,1,211,Other
1351,6,2209,8020.08,3,2,2,322,Recent Users
1352,3,2280,2496.04,3,1,1,311,Can't Loose Customers
1353,9,2206,7872.24,3,3,2,332,Other
1354,3,2266,3170.25,3,1,1,311,Can't Loose Customers
1355,5,2200,5458.110000000001,3,2,2,322,Recent Users
1356,6,2214,6474.389999999999,3,2,2,322,Recent Users
1357,10,2204,14010.38,3,3,3,333,Champions
1358,8,2195,8559.16,3,2,2,322,Recent Users
1359,2,2204,2027.25,3,1,1,311,Can't Loose Customers
1360,3,2373,3476.3199999999997,2,1,1,211,Other
1361,7,2220,8979.07,3,2,2,322,Recent Users
1362,2,2310,2948.34,2,1,1,211,Other
1363,7,2216,7017.55,3,2,2,322,Recent Users
1364,5,2256,5699.07,3,2,2,322,Recent Users
1365,4,2409,2346.0800000000004,2,1,1,211,Other
1366,5,2246,4035.11,3,2,1,321,Price Sensitive
1367,7,2203,4991.900000000001,3,2,1,321,Price Sensitive
1368,6,2240,6882.69,3,2,2,322,Recent Users
1369,4,2370,4920.55,2,1,1,211,Other
1370,4,2218,3173.01,3,1,1,311,Can't Loose Customers
1371,4,2218,4146.6,3,1,1,311,Can't Loose Customers
1372,6,2258,6444.01,3,2,2,322,Recent Users
1374,8,2231,11213.68,3,2,3,323,Other
1375,5,2274,6008.95,3,2,2,322,Recent Users
1376,6,2281,6902.15,3,2,2,322,Recent Users
1377,5,2267,5783.17,3,2,2,322,Recent Users
1378,6,2204,8072.719999999999,3,2,2,322,Recent Users
1379,5,2220,6509.42,3,2,2,322,Recent Users
1380,3,2390,4100.01,2,1,1,211,Other
1381,5,2305,7293.99,2,2,2,222,Loyal Customers
1382,2,2314,2998.29,2,1,1,211,Other
1383,4,2249,4142.55,3,1,1,311,Can't Loose Customers
1384,6,2228,6268.25,3,2,2,322,Recent Users
1385,5,2334,7432.72,2,2,2,222,Loyal Customers
1386,3,2298,3260.21,2,1,1,211,Other
1387,1,2407,1635.3,2,1,1,211,Other
1388,6,2211,6237.99,3,2,2,322,Recent Users
1389,9,2241,10567.12,3,3,3,333,Champions
1390,9,2193,9070.85,3,3,2,332,Other
1391,3,2255,3611.7799999999997,3,1,1,311,Can't Loose Customers
1392,3,2299,4481.38,2,1,1,211,Other
1393,3,2193,2847.5,3,1,1,311,Can't Loose Customers
1394,4,2363,4565.360000000001,2,1,1,211,Other
1395,3,2279,4039.38,3,1,1,311,Can't Loose Customers
1396,10,2201,11434.630000000001,3,3,3,333,Champions
1397,6,2329,7257.49,2,2,2,222,Loyal Customers
1398,7,2228,8073.77,3,2,2,322,Recent Users
1399,4,2208,6034.2,3,1,2,312,Other
1400,7,2248,9111.93,3,2,2,322,Recent Users
1401,4,2273,3740.62,3,1,1,311,Can't Loose Customers
1402,8,2232,7968.53,3,2,2,322,Recent Users
1403,2,2356,1663.42,2,1,1,211,Other
1404,10,2199,9401.710000000001,3,3,2,332,Other
1405,11,2225,7668.83,3,3,2,332,Other
1406,6,2220,4605.35,3,2,1,321,Price Sensitive
1407,9,2192,9199.51,3,3,2,332,Other
1408,3,2202,4975.92,3,1,1,311,Can't Loose Customers
1409,5,2214,6232.56,3,2,2,322,Recent Users
1410,7,2252,10217.49,3,2,3,323,Other
1411,6,2227,8273.8,3,2,2,322,Recent Users
1412,4,2313,3403.46,2,1,1,211,Other
1413,6,2195,5581.84,3,2,2,322,Recent Users
1414,2,2210,1758.44,3,1,1,311,Can't Loose Customers
1415,4,2249,4962.58,3,1,1,311,Can't Loose Customers
1416,5,2259,4467.3,3,2,1,321,Price Sensitive
1417,7,2248,9187.68,3,2,2,322,Recent Users
1418,7,2278,7705.58,3,2,2,322,Recent Users
1419,5,2214,3385.2400000000002,3,2,1,321,Price Sensitive
1420,5,2230,4965.84,3,2,1,321,Price Sensitive
1421,6,2249,5452.030000000001,3,2,2,322,Recent Users
1422,8,2230,7307.18,3,2,2,322,Recent Users
1423,6,2216,7143.39,3,2,2,322,Recent Users
1424,3,2268,3560.7,3,1,1,311,Can't Loose Customers
1425,4,2192,4470.96,3,1,1,311,Can't Loose Customers
1426,7,2240,5955.06,3,2,2,322,Recent Users
1427,6,2251,6354.3,3,2,2,322,Recent Users
1428,10,2207,11559.73,3,3,3,333,Champions
1429,7,2223,5046.72,3,2,2,322,Recent Users
1430,6,2300,5159.71,2,2,2,222,Loyal Customers
1431,4,2211,3180.44,3,1,1,311,Can't Loose Customers
1432,6,2225,5329.7300000000005,3,2,2,322,Recent Users
1433,3,2323,4030.1099999999997,2,1,1,211,Other
1434,2,2316,2016.27,2,1,1,211,Other
1435,7,2225,8853.71,3,2,2,322,Recent Users
1436,5,2264,5911.139999999999,3,2,2,322,Recent Users
1437,3,2335,3495.9300000000003,2,1,1,211,Other
1438,11,2198,12392.71,3,3,3,333,Champions
1439,4,2257,4947.7300000000005,3,1,1,311,Can't Loose Customers
1440,6,2211,8415.02,3,2,2,322,Recent Users
1441,2,2350,1628.66,2,1,1,211,Other
1442,3,2245,2305.03,3,1,1,311,Can't Loose Customers
1443,10,2236,10803.14,3,3,3,333,Champions
1444,5,2230,2497.0699999999997,3,2,1,321,Price Sensitive
1445,6,2198,8482.71,3,2,2,322,Recent Users
1446,7,2202,9653.68,3,2,2,322,Recent Users
1447,7,2289,8905.630000000001,3,2,2,322,Recent Users
1448,1,2429,642.31,1,1,1,111,Lost Customers
1449,6,2206,8326.130000000001,3,2,2,322,Recent Users
1450,7,2234,8942.8,3,2,2,322,Recent Users
1451,7,2223,7294.32,3,2,2,322,Recent Users
1452,5,2194,5937.9800000000005,3,2,2,322,Recent Users
1453,5,2192,6332.4,3,2,2,322,Recent Users
1454,5,2197,5619.66,3,2,2,322,Recent Users
1455,5,2224,5089.9,3,2,2,322,Recent Users
1456,4,2200,1713.83,3,1,1,311,Can't Loose Customers
1457,7,2257,7169.26,3,2,2,322,Recent Users
1458,3,2390,4366.14,2,1,1,211,Other
1459,4,2290,5707.43,3,1,2,312,Other
1460,8,2204,14633.24,3,2,3,323,Other
1461,7,2210,8475.94,3,2,2,322,Recent Users
1462,6,2273,5402.17,3,2,2,322,Recent Users
1463,5,2302,5593.08,2,2,2,222,Loyal Customers
1464,7,2298,6447.85,2,2,2,222,Loyal Customers
1465,4,2299,3709.83,2,1,1,211,Other
1466,3,2225,3383.13,3,1,1,311,Can't Loose Customers
1467,7,2205,5883.48,3,2,2,322,Recent Users
1468,7,2216,7792.76,3,2,2,322,Recent Users
1469,6,2266,5088.71,3,2,2,322,Recent Users
1470,8,2193,8783.3,3,2,2,322,Recent Users
1471,5,2197,5435.15,3,2,2,322,Recent Users
1472,7,2261,8646.38,3,2,2,322,Recent Users
1473,11,2224,11098.84,3,3,3,333,Champions
1474,5,2258,5061.36,3,2,2,322,Recent Users
1475,8,2238,11874.85,3,2,3,323,Other
1476,2,2216,2055.69,3,1,1,311,Can't Loose Customers
1477,9,2211,9549.97,3,3,2,332,Other
1478,8,2193,7494.3,3,2,2,322,Recent Users
1479,6,2207,5371.29,3,2,2,322,Recent Users
1480,9,2194,7182.38,3,3,2,332,Other
1481,9,2212,9626.68,3,3,2,332,Other
1482,12,2260,14366.26,3,3,3,333,Champions
1483,8,2221,7979.17,3,2,2,322,Recent Users
1484,5,2206,3812.0,3,2,1,321,Price Sensitive
1485,2,2196,1871.67,3,1,1,311,Can't Loose Customers
1486,5,2224,4895.26,3,2,1,321,Price Sensitive
1487,2,2209,617.38,3,1,1,311,Can't Loose Customers
1488,2,2232,2561.77,3,1,1,311,Can't Loose Customers
1489,5,2274,4051.77,3,2,1,321,Price Sensitive
1490,4,2260,4593.42,3,1,1,311,Can't Loose Customers
1491,3,2352,3208.6000000000004,2,1,1,211,Other
1492,8,2197,11326.9,3,2,3,323,Other
1493,10,2212,11653.87,3,3,3,333,Champions
1494,10,2210,11747.52,3,3,3,333,Champions
1495,2,2195,1217.97,3,1,1,311,Can't Loose Customers
1496,5,2245,7189.5,3,2,2,322,Recent Users
1497,6,2374,6257.94,2,2,2,222,Loyal Customers
1498,4,2232,4031.87,3,1,1,311,Can't Loose Customers
1499,5,2317,5880.2699999999995,2,2,2,222,Loyal Customers
1500,5,2197,7075.5599999999995,3,2,2,322,Recent Users
1501,5,2245,4317.1,3,2,1,321,Price Sensitive
1502,9,2218,11571.9,3,3,3,333,Champions
1503,10,2226,13725.13,3,3,3,333,Champions
1504,5,2197,5266.7,3,2,2,322,Recent Users
1505,5,2210,6155.87,3,2,2,322,Recent Users
1506,10,2192,11058.14,3,3,3,333,Champions
1507,4,2208,6661.28,3,1,2,312,Other
1508,5,2253,5437.08,3,2,2,322,Recent Users
1509,3,2236,2949.6800000000003,3,1,1,311,Can't Loose Customers
1510,2,2248,2588.77,3,1,1,311,Can't Loose Customers
1511,8,2208,7012.24,3,2,2,322,Recent Users
1512,4,2248,6281.98,3,1,2,312,Other
1513,6,2312,5632.32,2,2,2,222,Loyal Customers
1514,7,2259,7863.42,3,2,2,322,Recent Users
1515,7,2200,5844.51,3,2,2,322,Recent Users
1516,5,2229,5692.96,3,2,2,322,Recent Users
1517,11,2220,13750.08,3,3,3,333,Champions
1518,5,2223,6263.77,3,2,2,322,Recent Users
1519,11,2200,9090.05,3,3,2,332,Other
1520,4,2359,4369.87,2,1,1,211,Other
1521,2,2287,2287.37,3,1,1,311,Can't Loose Customers
1522,6,2201,6500.01,3,2,2,322,Recent Users
1523,3,2233,3736.42,3,1,1,311,Can't Loose Customers
1524,8,2229,5784.92,3,2,2,322,Recent Users
1525,3,2216,2983.65,3,1,1,311,Can't Loose Customers
1526,6,2272,8545.73,3,2,2,322,Recent Users
1527,8,2233,8695.82,3,2,2,322,Recent Users
1528,7,2267,7880.17,3,2,2,322,Recent Users
1529,1,2296,1810.0,2,1,1,211,Other
1530,10,2193,13634.73,3,3,3,333,Champions
1531,7,2234,7667.54,3,2,2,322,Recent Users
1532,6,2195,6446.1900000000005,3,2,2,322,Recent Users
1533,8,2296,7532.76,2,2,2,222,Loyal Customers
1534,7,2238,7048.71,3,2,2,322,Recent Users
1535,5,2296,7008.0599999999995,2,2,2,222,Loyal Customers
1536,4,2225,4914.46,3,1,1,311,Can't Loose Customers
1537,9,2218,9589.18,3,3,2,332,Other
1538,4,2193,891.12,3,1,1,311,Can't Loose Customers
1539,8,2257,6655.98,3,2,2,322,Recent Users
1540,6,2197,7965.92,3,2,2,322,Recent Users
1541,5,2262,6311.2,3,2,2,322,Recent Users
1542,5,2325,5625.49,2,2,2,222,Loyal Customers
1543,3,2266,2638.73,3,1,1,311,Can't Loose Customers
1544,1,2521,1057.51,1,1,1,111,Lost Customers
1545,7,2194,6179.73,3,2,2,322,Recent Users
1546,7,2261,6956.75,3,2,2,322,Recent Users
1547,9,2219,12870.9,3,3,3,333,Champions
1548,3,2229,2239.69,3,1,1,311,Can't Loose Customers
1549,7,2195,5720.9800000000005,3,2,2,322,Recent Users
1550,6,2234,5181.85,3,2,2,322,Recent Users
1551,7,2214,7800.78,3,2,2,322,Recent Users
1552,5,2291,6945.16,2,2,2,222,Loyal Customers
1553,4,2276,4422.05,3,1,1,311,Can't Loose Customers
1554,7,2212,9898.23,3,2,2,322,Recent Users
1555,7,2325,7885.78,2,2,2,222,Loyal Customers
